City_ID,City,Lat,Lng,Max_temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,lianzhou,24.7811,112.3825,85.91,52,94,2.15,CN,1662865791
268,kinkala,-4.3614,14.7644,70.02,87,8,6.02,CG,1662865793
269,bilibino,68.0546,166.4372,54.43,42,73,2.33,RU,1662865797
270,nacala,-14.5428,40.6728,66.42,94,2,4.18,MZ,1662865800
271,dong xoai,11.5333,106.9167,85.98,68,44,0.87,VN,1662865806
272,stromness,58.965,-3.296,52.88,92,69,8.01,GB,1662865809
273,vostok,46.4856,135.8833,74.59,42,99,2.73,RU,1662865811
274,avera,33.194,-82.5271,74.55,91,100,3.31,US,1662865813
275,buala,-8.145,159.5921,85.48,59,15,8.52,SB,1662865816
276,devrek,41.2192,31.9558,67.71,51,0,5.12,TR,1662865818
277,rantepao,-2.9701,119.8978,81.03,60,74,4.7,ID,1662865821
278,alseseca,20.2314,-98.0444,59.94,95,88,2.75,MX,1662865823
279,tuatapere,-46.1333,167.6833,57.54,50,0,1.77,NZ,1662865825
280,mahanoro,-19.9,48.8,63.01,90,2,3.58,MG,1662865828
281,lantawan,10.6167,123.9833,85.62,63,12,3.0,PH,1662865830
282,rio gallegos,-51.6226,-69.2181,37.45,87,0,6.91,AR,1662865832
283,mananjary,-21.2167,48.3333,63.34,93,16,3.22,MG,1662865835
284,the valley,18.217,-63.0578,84.06,75,17,13.65,AI,1662865837
285,saint-francois,46.4154,3.9054,49.44,93,10,1.14,FR,1662865777
286,redlands,34.0556,-117.1825,78.33,76,100,5.75,US,1662865816
287,kavaratti,10.5669,72.642,80.55,83,100,20.11,IN,1662865846
288,canberra,-35.2835,149.1281,59.68,47,0,20.71,AU,1662865613
289,chicama,-7.8447,-79.1469,59.54,81,42,7.02,PE,1662865850
290,padang,-0.9492,100.3543,86.05,67,62,3.27,ID,1662865852
291,keti bandar,24.1447,67.4497,84.13,77,100,10.92,PK,1662865855
292,baykit,61.67,96.37,46.83,86,95,4.52,RU,1662865857
293,liaqatabad,31.5647,74.3029,84.24,79,0,5.75,PK,1662865859
294,conceicao do araguaia,-8.2578,-49.2647,78.67,29,0,1.48,BR,1662865862
295,boca do acre,-8.7522,-67.3978,76.44,80,100,2.64,BR,1662865864
296,ishurdi,24.1333,89.0833,79.72,86,100,12.37,BD,1662865866
297,livingston,55.9029,-3.5226,55.11,85,75,5.75,GB,1662865869
298,ducheng,23.2373,111.5317,80.56,82,100,4.5,CN,1662865871
299,kharp,66.8014,65.8081,40.24,90,100,4.21,RU,1662865874
300,praia da vitoria,38.7333,-27.0667,71.76,84,99,18.97,PT,1662865876
301,thurso,58.5927,-3.5259,53.85,91,68,7.2,GB,1662865878
302,victoria,22.2855,114.1577,90.25,71,6,5.99,HK,1662865683
303,san patricio,28.017,-97.5169,84.09,62,51,9.01,US,1662865883
304,tibacuy,4.3511,-72.4564,68.74,90,42,3.06,CO,1662865885
305,jijiga,9.35,42.8,62.94,79,100,10.25,ET,1662865888
306,teguldet,57.3064,88.1667,51.35,76,60,1.54,RU,1662865890
307,kalemie,-5.9475,29.1947,70.27,70,18,5.84,CD,1662865892
308,sembe,1.6481,14.5806,68.31,99,98,2.8,CG,1662865895
309,saint-joseph,-21.3667,55.6167,66.58,68,1,3.91,RE,1662865897
310,mbini,1.574,9.6134,74.53,88,87,4.56,GQ,1662865899
311,andenes,69.3143,16.1194,46.92,100,100,6.91,NO,1662865902
312,san luis,-33.295,-66.3356,52.03,25,0,8.97,AR,1662865906
313,butte,39.6499,-121.5677,82.98,34,0,12.66,US,1662865908
314,ust-nera,64.5667,143.2,42.06,70,99,5.7,RU,1662865911
315,riohacha,11.5444,-72.9072,83.57,74,37,14.61,CO,1662865851
316,cordoba,-31.4135,-64.1811,57.76,37,0,9.22,AR,1662865915
317,trapani,37.8333,12.6667,76.28,78,0,4.61,IT,1662865917
318,beringovskiy,63.05,179.3167,46.08,85,100,18.75,RU,1662865920
319,buzuluk,52.7807,52.2635,42.75,82,20,5.03,RU,1662865922
320,labuhan,-6.8844,112.2051,85.28,62,100,2.82,ID,1662865927
321,shimoda,34.6667,138.95,79.11,66,14,19.04,JP,1662865929
322,balvi,57.1313,27.2658,39.13,78,78,6.4,LV,1662865931
323,khasan,42.4308,130.6434,69.21,77,47,6.15,RU,1662865933
324,springdale,36.1867,-94.1288,71.73,82,0,0.0,US,1662865777
325,mbutuy,-24.9667,-56.3,54.07,44,2,4.25,PY,1662865938
326,lulea,65.5842,22.1547,39.27,100,100,3.44,SE,1662865941
327,puri,19.8,85.85,79.32,87,100,20.24,IN,1662865943
328,laguna,38.421,-121.4238,79.45,52,0,9.22,US,1662865945
329,grindavik,63.8424,-22.4338,46.87,93,20,18.41,IS,1662865947
330,oistins,13.0667,-59.5333,82.49,78,20,11.5,BB,1662865769
331,sidi ali,36.0998,0.4206,72.57,80,52,1.86,DZ,1662865952
332,amuntai,-2.4177,115.2494,88.99,59,83,1.19,ID,1662865954
333,kandrian,-6.2167,149.55,85.23,67,87,10.89,PG,1662865958
334,necochea,-38.5473,-58.7368,42.76,68,0,8.57,AR,1662865961
335,maralal,1.0968,36.698,56.95,80,5,2.55,KE,1662865963
336,coracora,-15.0333,-73.7833,46.02,35,3,3.83,PE,1662865965
337,cerrito,6.8432,-72.694,52.61,89,86,4.29,CO,1662865968
338,ximei,24.9639,118.3794,88.36,53,6,2.35,CN,1662865970
339,vanavara,60.34,102.2797,50.77,64,100,10.76,RU,1662865974
340,loubomo,-4.1997,12.6739,71.2,84,75,3.13,CG,1662865977
341,octeville,49.6261,-1.6435,55.89,94,34,3.44,FR,1662865979
342,alyangula,-13.8483,136.4192,82.45,66,76,10.6,AU,1662865981
343,borovoy,55.4333,86.0833,53.69,66,0,6.71,RU,1662865983
344,port hedland,-20.3167,118.5667,86.05,26,0,12.66,AU,1662865986
345,mahon,39.8885,4.2658,75.76,88,20,2.3,ES,1662865988
346,alexandria,31.2156,29.9553,77.79,63,0,8.5,EG,1662865922
347,oyama,36.3,139.8,82.58,52,82,5.32,JP,1662865993
348,tezu,27.9167,96.1667,86.02,56,7,3.11,IN,1662865995
349,richards bay,-28.783,32.0377,70.27,79,81,14.61,ZA,1662865997
350,vila velha,-20.3297,-40.2925,73.35,75,0,14.97,BR,1662866000
351,cabo san lucas,22.8909,-109.9124,81.52,82,43,4.0,MX,1662866002
352,candido mendes,-1.4467,-45.7167,74.07,92,1,3.09,BR,1662866004
353,sao joao da barra,-21.6403,-41.0511,71.17,83,8,15.99,BR,1662866006
354,ashland,40.8167,-82.2665,69.12,87,100,8.97,US,1662866009
355,thompson,55.7435,-97.8558,51.96,66,40,4.61,CA,1662866011
356,solenzo,12.1833,-4.0833,73.24,95,90,5.37,BF,1662865870
357,birao,10.2849,22.7882,69.98,99,46,4.25,CF,1662866017
358,te anau,-45.4167,167.7167,54.93,56,26,0.72,NZ,1662866020
359,luanda,-8.8368,13.2343,68.0,94,75,3.44,AO,1662866022
360,tromso,69.6496,18.957,48.22,87,100,3.44,NO,1662865999
361,meulaboh,4.1363,96.1285,83.17,65,56,2.04,ID,1662866026
362,cayenne,4.9333,-52.3333,78.84,94,0,0.0,GF,1662866029
363,tual,-5.6667,132.75,80.55,80,98,12.93,ID,1662866031
364,pescara,42.3333,13.95,69.08,70,6,6.02,IT,1662866033
365,usinsk,65.9939,57.5281,41.92,96,100,11.07,RU,1662866038
366,jiaonan,35.8786,119.9753,76.5,65,69,6.35,CN,1662866040
367,alofi,-19.0595,-169.9187,80.49,65,100,11.5,NU,1662866044
368,tigre,-34.426,-58.5796,59.0,66,0,4.18,AR,1662866047
369,honiara,-9.4333,159.95,83.17,74,36,4.81,SB,1662866049
370,lata,40.1629,-8.3327,65.07,82,33,1.81,PT,1662866051
371,goderich,43.7501,-81.7165,73.9,73,100,6.91,CA,1662866054
372,lamesa,32.7376,-101.951,76.51,36,100,14.88,US,1662866056
373,bamboo,18.3922,-77.2643,73.54,85,10,5.86,JM,1662866058
374,bonavista,48.6499,-53.1147,56.89,92,100,31.85,CA,1662866061
375,bollnas,61.3482,16.3946,51.03,77,100,1.9,SE,1662866063
376,marsh harbour,26.5412,-77.0636,85.15,71,13,7.34,BS,1662866065
377,pinotepa nacional,16.3167,-98.0167,75.0,94,100,3.62,MX,1662866068
378,sibolga,1.7427,98.7792,84.34,63,98,2.77,ID,1662866070
379,bagdarin,54.4333,113.6,53.71,59,78,2.37,RU,1662866072
380,tautira,-17.7333,-149.15,77.67,72,5,16.02,PF,1662866074
381,evanston,42.0411,-87.6901,73.96,85,40,3.44,US,1662866077
382,leningradskiy,69.3833,178.4167,40.44,86,87,12.46,RU,1662866081
383,ust-omchug,61.15,149.6333,51.24,48,46,9.75,RU,1662866083
384,kenai,60.5544,-151.2583,54.09,77,100,5.75,US,1662866086
385,kulhudhuffushi,6.6221,73.07,80.49,83,94,14.92,MV,1662866088
386,sungaipenuh,-2.0833,101.3833,76.5,59,94,2.55,ID,1662866090
387,palmer,42.1584,-72.3287,69.67,84,75,0.0,US,1662866093
388,bonthe,7.5264,-12.505,76.03,87,100,8.25,SL,1662866095
389,portobelo,9.55,-79.65,79.11,86,36,2.77,PA,1662866097
390,gvardeysk,54.6477,21.0651,53.65,72,100,7.2,RU,1662866099
391,puerto leguizamo,-0.1934,-74.7819,68.67,99,90,2.1,CO,1662866102
392,san quintin,30.4833,-115.95,74.25,81,33,4.76,MX,1662866104
393,narimanov,46.6927,47.8498,46.31,47,0,6.6,RU,1662866106
394,cuamba,-14.8031,36.5372,66.78,61,0,2.64,MZ,1662866109
395,tirur,10.9,75.9167,77.99,91,100,7.52,IN,1662866111
396,emba,48.8264,58.1442,50.11,71,100,17.31,KZ,1662866114
397,rincon,32.296,-81.2354,79.86,92,75,5.75,US,1662866116
398,tiksi,71.6872,128.8694,38.08,92,99,6.2,RU,1662866118
399,toledo,39.8333,-4.0,77.32,39,9,3.33,ES,1662865897
400,malakal,9.5334,31.6605,68.41,97,98,4.5,SS,1662866123
401,maumere,-8.6199,122.2111,83.17,67,24,3.69,ID,1662866125
402,kalabo,-14.97,22.6814,60.93,32,0,5.7,ZM,1662866127
403,sept-iles,50.2001,-66.3821,57.06,98,100,1.14,CA,1662866130
404,shangzhi,45.2167,127.9667,78.26,67,100,4.76,CN,1662866132
405,aken,50.7766,6.0834,59.92,94,90,1.01,DE,1662866134
406,isangel,-19.55,169.2667,84.31,74,40,6.91,VU,1662866137
407,kampong chhnang,12.1667,104.55,85.17,68,100,2.39,KH,1662866141
408,sindi,20.8,78.8667,85.08,86,100,9.26,IN,1662866143
409,trincomalee,8.5711,81.2335,82.94,68,88,20.92,LK,1662866148
410,coffs harbour,-30.3,153.1333,73.13,46,60,9.22,AU,1662866150
411,san jose,37.3394,-121.895,80.58,68,75,11.5,US,1662865456
412,ostrovnoy,68.0531,39.5131,46.08,86,99,10.83,RU,1662866154
413,port augusta,-32.5,137.7667,64.58,46,0,5.68,AU,1662866157
414,emerald,-23.5333,148.1667,74.34,43,3,4.9,AU,1662865867
415,urusha,54.05,122.9,55.83,45,100,5.66,RU,1662866163
416,mahibadhoo,3.7833,72.9667,80.94,79,32,11.77,MV,1662866165
417,poronaysk,49.2167,143.1167,73.71,56,0,6.02,RU,1662866168
418,sandwick,60.0,-1.25,48.02,93,20,3.44,GB,1662866121
419,altay,47.8667,88.1167,72.0,38,37,5.77,CN,1662866172
420,erice,38.037,12.5865,69.37,78,0,4.61,IT,1662866174
421,namtsy,62.7161,129.6658,47.08,53,37,11.45,RU,1662866177
422,kedougou,12.5579,-12.1743,71.35,95,98,2.39,SN,1662866179
423,muravlenko,63.7898,74.523,41.2,72,27,4.21,RU,1662866182
424,omsukchan,62.5333,155.8,40.6,96,100,3.69,RU,1662866184
425,srandakan,-7.9386,110.2506,80.29,81,90,12.57,ID,1662866186
426,wau,7.7029,27.9953,70.16,99,100,2.37,SS,1662866188
427,rambha,19.5167,85.1,81.37,89,100,14.67,IN,1662866191
428,tura,25.5198,90.2201,75.58,94,100,5.82,IN,1662866195
429,voh,-20.9667,164.7,79.32,73,27,5.59,NC,1662866197
430,sobolevo,54.4299,31.8996,44.76,91,100,16.87,RU,1662866200
431,okha,53.5739,142.9478,55.54,79,83,9.89,RU,1662866202
432,aripuana,-9.1667,-60.6333,80.22,47,3,1.92,BR,1662866204
433,meadow lake,34.8014,-106.5436,72.84,46,100,17.87,US,1662866209
434,aklavik,68.2191,-135.0107,43.84,96,100,4.27,CA,1662866211
435,talitsa,56.8804,60.0213,45.14,90,90,5.46,RU,1662866213
436,whitehorse,60.7161,-135.0538,56.17,30,40,11.5,CA,1662865987
437,thiruvananthapuram,8.4833,76.9167,82.38,78,40,8.05,IN,1662866220
438,itaueira,-7.6033,-43.0256,81.34,34,66,7.09,BR,1662866222
439,cap malheureux,-19.9842,57.6142,70.47,71,0,3.0,MU,1662866224
440,angoram,-4.0625,144.0661,79.88,90,100,3.78,PG,1662866227
441,koygorodok,60.445,50.9968,41.88,96,100,2.62,RU,1662866229
442,itumba,-9.4,33.1833,56.79,90,40,4.79,TZ,1662866231
443,pangnirtung,66.1451,-65.7125,46.67,86,100,5.64,CA,1662866234
444,san cristobal,7.7669,-72.225,71.78,97,89,3.22,VE,1662866236
445,collipulli,-37.95,-72.4333,40.39,97,1,3.31,CL,1662866238
446,hamilton,39.1834,-84.5333,72.88,88,40,8.05,US,1662866241
447,arinos,-15.9169,-46.1056,71.44,30,7,1.12,BR,1662866243
448,haines junction,60.7522,-137.5108,49.95,50,84,10.36,CA,1662866245
449,lorengau,-2.0226,147.2712,81.16,80,65,7.63,PG,1662866250
450,cururupu,-1.8283,-44.8683,73.47,92,70,3.04,BR,1662866252
451,mercedes,-34.6515,-59.4307,49.03,44,0,6.69,AR,1662865955
452,boshan,36.4833,117.8333,78.8,52,35,3.47,CN,1662866256
453,cockburn town,21.4612,-71.1419,84.25,75,16,14.34,TC,1662866259
454,gizo,-8.103,156.8419,83.66,69,51,7.05,SB,1662866261
455,vestmannaeyjar,63.4427,-20.2734,52.16,88,100,2.77,IS,1662866263
456,oranjemund,-28.55,16.4333,54.12,94,100,10.09,NA,1662866266
457,norman wells,65.282,-126.8329,51.84,66,75,13.8,CA,1662866268
458,lewistown,40.5992,-77.5714,67.8,97,0,0.0,US,1662866151
459,dieppe,49.75,1.1667,54.32,94,3,2.35,FR,1662866272
460,sulangan,11.1373,123.7228,83.05,71,49,4.94,PH,1662866275
461,tera,14.0078,0.7531,80.73,70,99,9.13,NE,1662866279
462,agirish,61.9247,63.0231,41.25,88,100,1.01,RU,1662866281
463,kenora,49.8167,-94.4337,54.57,66,0,5.75,CA,1662866126
464,nuevo casas grandes,30.4167,-107.9167,71.74,66,29,3.44,MX,1662866287
465,roura,4.7263,-52.3274,78.71,94,0,0.0,GF,1662866291
466,uglich,57.5275,38.3317,39.0,84,9,2.84,RU,1662866294
467,andros town,24.7,-77.7667,84.16,69,1,8.84,BS,1662866297
468,manokwari,-0.8667,134.0833,82.06,73,100,8.75,ID,1662866299
469,shahr-e babak,30.1165,55.1186,71.92,48,0,6.4,IR,1662866302
470,puerto plata,19.7934,-70.6884,79.45,94,20,5.75,DO,1662866049
471,porto novo,6.4965,2.6036,74.8,90,99,5.06,BJ,1662866307
472,high level,58.5169,-117.136,57.31,41,20,3.44,CA,1662866309
473,discovery bay,37.9085,-121.6002,79.0,56,0,5.99,US,1662866312
474,canutama,-6.5339,-64.3831,79.54,59,25,1.39,BR,1662866314
475,puerto princesa,9.7392,118.7353,89.58,62,20,6.91,PH,1662866104
476,ust-maya,60.4167,134.5333,48.76,63,84,9.08,RU,1662866320
477,ixtapa,20.7,-105.2,78.22,94,100,4.61,MX,1662866182
478,rach gia,10.0167,105.0833,83.48,73,100,9.73,VN,1662866183
479,tessalit,20.1986,1.0114,87.69,39,90,13.96,ML,1662866327
480,bumiayu,-8.0151,112.6347,79.9,78,87,2.89,ID,1662866329
481,wyndham,37.6985,-77.6125,75.94,82,75,3.44,US,1662866331
482,atambua,-9.1061,124.8925,85.42,50,16,4.34,ID,1662866334
483,port blair,11.6667,92.75,86.04,70,40,12.66,IN,1662866336
484,shahrud,36.4182,54.9763,61.88,56,9,8.97,IR,1662866338
485,salalah,17.0151,54.0924,78.89,89,75,3.44,OM,1662866341
486,salina cruz,16.1667,-95.2,79.79,83,83,3.44,MX,1662866343
487,anadyr,64.75,177.4833,46.9,81,75,8.95,RU,1662866345
488,dillon,34.4166,-79.3712,76.14,95,94,5.73,US,1662866001
489,tikapur,28.5,81.1333,85.77,64,0,2.59,NP,1662866350
490,thisted,56.9552,8.6949,53.15,90,48,8.14,DK,1662866352
491,road town,18.4167,-64.6167,82.49,74,65,13.31,VG,1662866355
492,chimbote,-9.0853,-78.5783,60.8,87,11,10.22,PE,1662866352
493,atar,20.5169,-13.0499,92.55,26,59,4.32,MR,1662866359
494,oktyabrskoye,43.0645,44.7417,46.54,100,12,2.24,RU,1662866362
495,gazli,40.1333,63.45,64.63,34,53,10.65,UZ,1662866364
496,miraflores,19.2167,-98.8083,67.03,79,100,3.74,MX,1662866366
497,mayumba,-3.432,10.6554,73.47,89,99,6.64,GA,1662866368
498,sisimiut,66.9395,-53.6735,48.24,77,100,19.17,GL,1662866371
499,poum,-20.2333,164.0167,77.16,81,1,13.87,NC,1662866373
500,menongue,-14.6585,17.691,56.53,27,5,4.63,AO,1662866375
501,de aar,-30.6497,24.0123,56.82,49,100,3.49,ZA,1662866378
502,bone,51.9669,12.1396,57.81,88,22,6.29,DE,1662866380
503,khorixas,-20.3667,14.9667,61.05,46,0,0.96,NA,1662866382
504,boyolangu,-8.1181,111.8935,78.89,84,91,9.28,ID,1662866384
505,rolla,37.9514,-91.7713,71.51,93,0,5.01,US,1662866329
506,ayna,-12.65,-73.9167,62.62,72,67,0.43,PE,1662866391
507,imbituba,-28.24,-48.6703,53.08,77,1,7.05,BR,1662866393
508,tomatlan,19.9333,-105.25,76.33,96,100,1.05,MX,1662866400
509,korba,22.35,82.6833,79.0,85,95,7.74,IN,1662866402
510,zhaotong,27.3167,103.7167,64.44,74,72,1.45,CN,1662866404
511,portland,45.5234,-122.6762,83.03,27,100,8.99,US,1662866145
512,camacha,33.0833,-16.3333,72.82,88,40,14.97,PT,1662866409
513,saint-leu,-21.15,55.2833,69.31,67,41,5.68,RE,1662866411
514,jalingo,8.8833,11.3667,71.28,96,100,3.27,NG,1662866414
515,mayo,38.8876,-76.5119,75.97,87,100,8.05,US,1662866416
516,panlaitan,12.1191,119.8486,84.38,71,100,6.8,PH,1662866418
517,sorrento,40.626,14.3744,74.26,89,6,9.31,IT,1662866214
518,mattru,7.6244,-11.8332,72.59,96,100,2.8,SL,1662866423
519,lyngseidet,69.5763,20.2189,46.4,93,100,3.06,NO,1662866425
520,solnechnyy,50.7214,136.6319,73.67,58,31,3.53,RU,1662866427
521,hutchinson,38.0608,-97.9298,58.75,95,40,6.91,US,1662866277
522,chapadinha,-3.7417,-43.3603,71.62,88,6,3.24,BR,1662866432
523,nishihara,26.1842,127.7558,85.28,89,75,16.11,JP,1662866434
524,beroroha,-21.6667,45.1667,63.14,79,0,3.11,MG,1662866436
525,aboyne,57.0755,-2.7802,50.23,92,71,4.56,GB,1662866438
526,jackson,42.4165,-122.8345,89.47,23,0,11.5,US,1662866191
527,ahuimanu,21.4447,-157.8378,82.11,72,40,12.66,US,1662866443
528,rawson,-43.3002,-65.1023,51.73,46,0,7.96,AR,1662866445
529,merrill,45.1805,-89.6835,56.03,98,100,0.0,US,1662866447
530,kabwe,-14.4469,28.4464,59.97,43,0,5.1,ZM,1662866153
531,laiyang,36.9758,120.7136,76.96,57,93,3.96,CN,1662866452
532,doha,25.2867,51.5333,89.58,79,10,4.61,QA,1662866296
533,auki,-8.7676,160.7034,83.07,70,49,3.29,SB,1662866456
534,cacoal,-11.4386,-61.4472,79.29,59,8,1.95,BR,1662866458
535,padre bernardo,-15.35,-48.5,72.28,27,8,3.04,BR,1662866461
536,nandi hills,0.1066,35.1838,52.38,94,18,4.07,KE,1662866463
